#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1769822935.707881	C_SCAN_0	192.168.100.200	50000	202.78.195.250	20	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.717881	C_SCAN_1	192.168.100.200	50001	202.78.195.250	21	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.727881	C_SCAN_2	192.168.100.200	50002	202.78.195.250	22	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.737881	C_SCAN_3	192.168.100.200	50003	202.78.195.250	23	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.747881	C_SCAN_4	192.168.100.200	50004	202.78.195.250	24	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.757881	C_SCAN_5	192.168.100.200	50005	202.78.195.250	25	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.767881	C_SCAN_6	192.168.100.200	50006	202.78.195.250	26	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.777881	C_SCAN_7	192.168.100.200	50007	202.78.195.250	27	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.787881	C_SCAN_8	192.168.100.200	50008	202.78.195.250	28	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.797881	C_SCAN_9	192.168.100.200	50009	202.78.195.250	29	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.807881	C_SCAN_10	192.168.100.200	50010	202.78.195.250	30	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.817881	C_SCAN_11	192.168.100.200	50011	202.78.195.250	31	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.827881	C_SCAN_12	192.168.100.200	50012	202.78.195.250	32	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.837881	C_SCAN_13	192.168.100.200	50013	202.78.195.250	33	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.847881	C_SCAN_14	192.168.100.200	50014	202.78.195.250	34	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.857881	C_SCAN_15	192.168.100.200	50015	202.78.195.250	35	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.867881	C_SCAN_16	192.168.100.200	50016	202.78.195.250	36	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.877881	C_SCAN_17	192.168.100.200	50017	202.78.195.250	37	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.887881	C_SCAN_18	192.168.100.200	50018	202.78.195.250	38	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.897881	C_SCAN_19	192.168.100.200	50019	202.78.195.250	39	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.907881	C_SCAN_20	192.168.100.200	50020	202.78.195.250	40	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.917881	C_SCAN_21	192.168.100.200	50021	202.78.195.250	41	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.927881	C_SCAN_22	192.168.100.200	50022	202.78.195.250	42	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.937881	C_SCAN_23	192.168.100.200	50023	202.78.195.250	43	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.947881	C_SCAN_24	192.168.100.200	50024	202.78.195.250	44	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.957881	C_SCAN_25	192.168.100.200	50025	202.78.195.250	45	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
1769822935.967881	C_SCAN_26	192.168.100.200	50026	202.78.195.250	46	tcp	-	0.0001	0	0	REJ	T	F	0	Sr	1	40	0	0	-	6
